Name,Adress,Adress2,Zip,Grade,Score,Latitude,Longitude,Coordinates
Salt And Straw,"250 University Av 110,Palo Alto, Ca 94301","250 UNIVERSITY AV 110,PALO ALTO, CA 94301",94301,Pass,94,37.445252,-122.161713,"(37.445252,-122.161713)"
Bangkok Cuisine,"407 Lytton Av ,Palo Alto, Ca 94301","407 LYTTON AV ,PALO ALTO, CA 94301",94301,Pass,67,37.448157,-122.161707,"(37.448157,-122.161707)"
Ike'S Place,"401 Lytton Av ,Palo Alto, Ca 94301","401 LYTTON AV ,PALO ALTO, CA 94301",94301,Pass,89,37.448122,-122.161703,"(37.448122,-122.161703)"
Rose & Crown,"547 Emerson St,Palo Alto, Ca 94301","547 EMERSON ST,PALO ALTO, CA 94301",94301,Pass,91,37.444419,-122.161702,"(37.444419,-122.161702)"
Tea Time-Tea Lovers Shop,"542 Ramona St ,Palo Alto, Ca 94301","542 RAMONA ST ,PALO ALTO, CA 94301",94301,Pass,97,37.444469,-122.161669,"(37.444469,-122.161669)"
Sumika,"236 Central Plz,Los Altos, Ca 94022","236 CENTRAL PLZ,LOS ALTOS, CA 94022",94022,Pass,85,37.362232,-122.161654,"(37.362232,-122.161654)"
Coupa Cafe,"655 Knight Wy ,Stanford, Ca 94305","655 KNIGHT WY ,STANFORD, CA 94305",94305,Pass,86,37.428131,-122.16158,"(37.428131,-122.16158)"
101F - 1St Floor Break Room,"101 Forest Av,Palo Alto, Ca 94301","101 FOREST AV,PALO ALTO, CA 94301",94301,Pass,95,37.442222,-122.161574,"(37.442222,-122.161574)"
Coupa Cafe,"538 Ramona St ,Palo Alto, Ca 94301","538 RAMONA ST ,PALO ALTO, CA 94301",94301,Pass,91,37.444625,-122.161563,"(37.444625,-122.161563)"
Nobu At The Epiphany Hotel,"180 Hamilton Av,Palo Alto, Ca 94301","180 HAMILTON AV,PALO ALTO, CA 94301",94301,Pass,86,37.443581,-122.161509,"(37.443581,-122.161509)"
St-Delta Delta Delta,"702 Bowdoin Dr ,Stanford, Ca 94306","702 BOWDOIN DR ,STANFORD, CA 94306",94306,Pass,95,37.421928,-122.161408,"(37.421928,-122.161408)"
La Strada,"335 University Av ,Palo Alto, Ca 94301","335 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,89,37.446411,-122.161393,"(37.446411,-122.161393)"
Bistro Maxine,"548 Ramona St ,Palo Alto, Ca 94301","548 RAMONA ST ,PALO ALTO, CA 94301",94301,Pass,90,37.44455,-122.161378,"(37.44455,-122.161378)"
Joya,"339 University Av ,Palo Alto, Ca 94301","339 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,90,37.44652,-122.161378,"(37.44652,-122.161378)"
Nola,"535 Ramona St ,Palo Alto, Ca 94301","535 RAMONA ST ,PALO ALTO, CA 94301",94301,Pass,82,37.445023,-122.161324,"(37.445023,-122.161324)"
Alegio Chocolate,"522 Bryant St,Palo Alto, Ca 94301","522 BRYANT ST,PALO ALTO, CA 94301",94301,Pass,100,37.44542,-122.161284,"(37.44542,-122.161284)"
Osteria,"247 Hamilton Av,Palo Alto, Ca 94301","247 HAMILTON AV,PALO ALTO, CA 94301",94301,Pass,91,37.444453,-122.161232,"(37.444453,-122.161232)"
St-Avery Pool Snack Bar,"235 Sam Mcdonald Rd ,Stanford, Ca 94503","235 SAM MCDONALD RD ,STANFORD, CA 94503",94503,Pass,100,37.43129,-122.161194,"(37.43129,-122.161194)"
7-Eleven Store #2366-18584E,"401 Waverly St ,Palo Alto, Ca 94301","401 WAVERLY ST ,PALO ALTO, CA 94301",94301,Pass,73,37.448017,-122.161191,"(37.448017,-122.161191)"
Old Pro,"541 Ramona St,Palo Alto, Ca 94301","541 RAMONA ST,PALO ALTO, CA 94301",94301,Pass,90,37.44494,-122.161187,"(37.44494,-122.161187)"
Walgreens #13596,"300 University Av,Palo Alto, Ca 94301","300 UNIVERSITY AV,PALO ALTO, CA 94301",94301,Pass,100,37.445905,-122.161164,"(37.445905,-122.161164)"
Bevri,"530 Bryant St ,Palo Alto, Ca 94301","530 BRYANT ST ,PALO ALTO, CA 94301",94301,Pass,88,37.445334,-122.161148,"(37.445334,-122.161148)"
Masonic - La Comida Senior Nutrition Program,"461 Florence St,Palo Alto, Ca 94301","461 FLORENCE ST,PALO ALTO, CA 94301",94301,Pass,97,37.446845,-122.16113,"(37.446845,-122.16113)"
Sutter Bay Medical Foundation Snack Bar,"795 El Camino Real ,Palo Alto, Ca 94305","795 EL CAMINO REAL ,PALO ALTO, CA 94305",94305,Pass,90,37.440213,-122.161123,"(37.440213,-122.161123)"
Mademoiselle Colette,"499 Lytton Av,Palo Alto, Ca 94301","499 LYTTON AV,PALO ALTO, CA 94301",94301,Pass,94,37.449266,-122.161034,"(37.449266,-122.161034)"
Tacolicious,"636 Emerson St ,Palo Alto, Ca 94301","636 EMERSON ST ,PALO ALTO, CA 94301",94301,Pass,88,37.443346,-122.161022,"(37.443346,-122.161022)"
Sweetgreen Palo Alto,"261 Hamilton Av,Palo Alto, Ca 94301","261 HAMILTON AV,PALO ALTO, CA 94301",94301,Pass,94,37.444716,-122.161009,"(37.444716,-122.161009)"
Sharetea,"540 Bryant St Ste 100-B,Palo Alto, Ca 94301","540 BRYANT ST STE 100-B,PALO ALTO, CA 94301",94301,Pass,97,37.445245,-122.161008,"(37.445245,-122.161008)"
Crepevine,"367 University Av ,Palo Alto, Ca 94301","367 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,84,37.446981,-122.160999,"(37.446981,-122.160999)"
Curry Pizza House,"320 University Av ,Palo Alto, Ca 94301","320 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,82,37.44608,-122.160989,"(37.44608,-122.160989)"
Dan Gordon'S,"640 Emerson St ,Palo Alto, Ca 94301","640 EMERSON ST ,PALO ALTO, CA 94301",94301,Pass,80,37.443301,-122.160952,"(37.443301,-122.160952)"
Burma Ruby,"326 University Av ,Palo Alto, Ca 94301","326 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,83,37.446155,-122.160948,"(37.446155,-122.160948)"
Sancho'S Taqueria,"491 Lytton Av,Palo Alto, Ca 94301","491 LYTTON AV,PALO ALTO, CA 94301",94301,Pass,68,37.449106,-122.160905,"(37.449106,-122.160905)"
Maples Pavilion At Stanford - California Pizza Kitchen,"655 Campues Dr,Stanford, Ca 94305","655 CAMPUES DR,STANFORD, CA 94305",94305,Pass,89,37.429487,-122.160882,"(37.429487,-122.160882)"
Reposado,"236 Hamilton Av ,Palo Alto, Ca 94301","236 HAMILTON AV ,PALO ALTO, CA 94301",94301,Pass,61,37.444055,-122.160843,"(37.444055,-122.160843)"
Siam Royal Authentic Thai Cuisine,"338 University Av ,Palo Alto, Ca 94301","338 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,84,37.446263,-122.160843,"(37.446263,-122.160843)"
Joe & The Juice,"240 Hamilton Av,Palo Alto, Ca 94301","240 HAMILTON AV,PALO ALTO, CA 94301",94301,Pass,78,37.444259,-122.160831,"(37.444259,-122.160831)"
Sliderbarcafe,"324 University Av ,Palo Alto, Ca 94301","324 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,75,37.446001,-122.160829,"(37.446001,-122.160829)"
Paris Baguette,"383 University Av ,Palo Alto, Ca 94301","383 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,81,37.447217,-122.160821,"(37.447217,-122.160821)"
Tuba,"535 Bryant St,Palo Alto, Ca 94301","535 BRYANT ST,PALO ALTO, CA 94301",94301,Pass,85,37.4456,-122.160751,"(37.4456,-122.160751)"
Gong Cha Tea House,"439 Waverly St,Palo Alto, Ca 94301","439 WAVERLY ST,PALO ALTO, CA 94301",94301,Pass,94,37.447628,-122.160731,"(37.447628,-122.160731)"
Cvs/Pharmacy #9915,"352 University Av ,Palo Alto, Ca 94301","352 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,97,37.446447,-122.160529,"(37.446447,-122.160529)"
Pho Banh Mi,"405 University Av ,Palo Alto, Ca 94301","405 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,32,37.447375,-122.160529,"(37.447375,-122.160529)"
Buca Di Beppo,"643 Emerson St ,Palo Alto, Ca 94301","643 EMERSON ST ,PALO ALTO, CA 94301",94301,Pass,69,37.443546,-122.160526,"(37.443546,-122.160526)"
Ramen Nagi,"541 Bryant St ,Palo Alto, Ca 94301","541 BRYANT ST ,PALO ALTO, CA 94301",94301,Pass,95,37.445557,-122.160509,"(37.445557,-122.160509)"
Pizzeria Delfina,"651 Emerson St ,Palo Alto, Ca 94301","651 EMERSON ST ,PALO ALTO, CA 94301",94301,Pass,82,37.443486,-122.1605,"(37.443486,-122.1605)"
Zola,"565 Bryant St,Palo Alto, Ca 94301","565 BRYANT ST,PALO ALTO, CA 94301",94301,Pass,79,37.445373,-122.160485,"(37.445373,-122.160485)"
Starbucks Coffee #565,"376 University Av,Palo Alto, Ca 94301","376 UNIVERSITY AV,PALO ALTO, CA 94301",94301,Pass,94,37.446697,-122.160474,"(37.446697,-122.160474)"
Cafe Venetia,"419 University Av,Palo Alto, Ca 94301","419 UNIVERSITY AV,PALO ALTO, CA 94301",94301,Pass,94,37.447492,-122.160435,"(37.447492,-122.160435)"
Taste,"423 University Av,Palo Alto, Ca 94301","423 UNIVERSITY AV,PALO ALTO, CA 94301",94301,Pass,68,37.447573,-122.160354,"(37.447573,-122.160354)"
Vino Locale,"431 Kipling St ,Palo Alto, Ca 94301","431 KIPLING ST ,PALO ALTO, CA 94301",94301,Pass,97,37.448331,-122.16035,"(37.448331,-122.16035)"
Curry Up Now,"321 Hamilton Av,Palo Alto, Ca 94301","321 HAMILTON AV,PALO ALTO, CA 94301",94301,Pass,81,37.445441,-122.160327,"(37.445441,-122.160327)"
Coconuts Caribbean Restaurant,"642 Ramona St ,Palo Alto, Ca 94301","642 RAMONA ST ,PALO ALTO, CA 94301",94301,Pass,93,37.443799,-122.160277,"(37.443799,-122.160277)"
Palo Alto City Hall Cafe,"250 Hamilton Av,Palo Alto, Ca 94303","250 HAMILTON AV,PALO ALTO, CA 94303",94303,Pass,85,37.444207,-122.159779,"(37.444207,-122.159779)"
Tai Pan,"560 Waverley St ,Palo Alto, Ca 94301","560 WAVERLEY ST ,PALO ALTO, CA 94301",94301,Pass,79,37.446364,-122.159776,"(37.446364,-122.159776)"
Peet'S Coffee & Tea,"153 Homer Av,Palo Alto, Ca 94301","153 HOMER AV,PALO ALTO, CA 94301",94301,Pass,91,37.441908,-122.159728,"(37.441908,-122.159728)"
Cream Of Palo Alto,"440 University Av ,Palo Alto, Ca 94301","440 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,81,37.447519,-122.15966,"(37.447519,-122.15966)"
St Michael'S Alley,"140 Homer Av ,Palo Alto, Ca 94301","140 HOMER AV ,PALO ALTO, CA 94301",94301,Pass,83,37.441513,-122.159592,"(37.441513,-122.159592)"
Hanahaus,"456 University Av ,Palo Alto, Ca 94301","456 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,79,37.447376,-122.159389,"(37.447376,-122.159389)"
Peet'S Coffee & Tea #144,"436 University Av ,Palo Alto, Ca 94301","436 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,94,37.447394,-122.159364,"(37.447394,-122.159364)"
Pluto'S,"482 University Av ,Palo Alto, Ca 94301","482 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,83,37.447821,-122.159272,"(37.447821,-122.159272)"
Howie'S Artisan Pizza,"855 El Camino Real Ste 60,Palo Alto, Ca 94301","855 EL CAMINO REAL STE 60,PALO ALTO, CA 94301",94301,Conditional Pass,79,37.438359,-122.159175,"(37.438359,-122.159175)"
Gyros Gyros,"498 University Av,Palo Alto, Ca 94301","498 UNIVERSITY AV,PALO ALTO, CA 94301",94301,Pass,83,37.447995,-122.159079,"(37.447995,-122.159079)"
Il Fornaio-Cowper,"520 Cowper Square St ,Palo Alto, Ca 94301","520 COWPER SQUARE ST ,PALO ALTO, CA 94301",94301,Pass,96,37.447709,-122.159068,"(37.447709,-122.159068)"
Taverna,"800 Emerson St ,Palo Alto, Ca 94301","800 EMERSON ST ,PALO ALTO, CA 94301",94301,Pass,80,37.44206,-122.158943,"(37.44206,-122.158943)"
St-Sunken Diamond,"151 Sam Mcdonald,Stanford, Ca 94305","151 SAM MCDONALD,STANFORD, CA 94305",94305,Pass,90,37.432734,-122.158897,"(37.432734,-122.158897)"
Lhcf - Webster House,"401 Webster St ,Palo Alto, Ca 94301","401 WEBSTER ST ,PALO ALTO, CA 94301",94301,Pass,94,37.450372,-122.158786,"(37.450372,-122.158786)"
Joe & The Juice,"508 University Av,Palo Alto, Ca 94306","508 UNIVERSITY AV,PALO ALTO, CA 94306",94306,Pass,88,37.448228,-122.158665,"(37.448228,-122.158665)"
Whole Foods Market-Deli,"774 Emerson St ,Palo Alto, Ca 94301","774 EMERSON ST ,PALO ALTO, CA 94301",94301,Pass,90,37.441744,-122.158598,"(37.441744,-122.158598)"
St-Ray'S,"750 Escondido Rd ,Stanford, Ca 94305","750 ESCONDIDO RD ,STANFORD, CA 94305",94305,Pass,90,37.423581,-122.158514,"(37.423581,-122.158514)"
Tamarine Restaurant,"546 University Av ,Palo Alto, Ca 94301","546 UNIVERSITY AV ,PALO ALTO, CA 94301",94301,Pass,93,37.448818,-122.158342,"(37.448818,-122.158342)"
Lhcf - Webster House Health Center - 2Nd Floor,"437 Webster St,Palo Alto, Ca 94301","437 WEBSTER ST,PALO ALTO, CA 94301",94301,Pass,97,37.450028,-122.158248,"(37.450028,-122.158248)"
Peninsula Creamery Dairy Fountain,"900 High St ,Palo Alto, Ca 94302","900 HIGH ST ,PALO ALTO, CA 94302",94302,Pass,98,37.440557,-122.15822,"(37.440557,-122.15822)"
Thyme,"496 Hamilton Av,Palo Alto, Ca 94301","496 HAMILTON AV,PALO ALTO, CA 94301",94301,Pass,98,37.447317,-122.157922,"(37.447317,-122.157922)"
Lytton Gardens-Independent Living,"656 Lytton Av ,Palo Alto, Ca 94301","656 LYTTON AV ,PALO ALTO, CA 94301",94301,Pass,92,37.450835,-122.157856,"(37.450835,-122.157856)"
Cowper Inn,"705 Cowper St ,Palo Alto, Ca 94301","705 COWPER ST ,PALO ALTO, CA 94301",94301,Pass,86,37.446807,-122.156423,"(37.446807,-122.156423)"
Palo Alto High School- Concession Stand,"50 Embarcadero Rd ,Palo Alto, Ca 94301","50 EMBARCADERO RD ,PALO ALTO, CA 94301",94301,Pass,88,37.437148,-122.156387,"(37.437148,-122.156387)"
The Hamilton-Kitchen,"555 Byron St ,Palo Alto, Ca 94301","555 BYRON ST ,PALO ALTO, CA 94301",94301,Pass,100,37.449809,-122.156269,"(37.449809,-122.156269)"
Lucille Nixon Elementary School,"1711 Stanford Av,Palo Alto, Ca 94305","1711 STANFORD AV,PALO ALTO, CA 94305",94305,Pass,94,37.414078,-122.156189,"(37.414078,-122.156189)"
Lhcf - Palo Alto Sub-Acute And Rehabilitation Center,"911 Bryant St ,Palo Alto, Ca 94301","911 BRYANT ST ,PALO ALTO, CA 94301",94301,Pass,88,37.44275,-122.155981,"(37.44275,-122.155981)"
Escondido School,"890 Escondido ,Stanford, Ca 94305","890 ESCONDIDO ,STANFORD, CA 94305",94305,Pass,97,37.421462,-122.155213,"(37.421462,-122.155213)"
Lhcf - Channing House,"850 Webster St ,Palo Alto, Ca 94301","850 WEBSTER ST ,PALO ALTO, CA 94301",94301,Pass,93,37.4464,-122.154088,"(37.4464,-122.154088)"
Pf Chang'S China Bistro,"900 Stanford Shopping Center ,Palo Alto, Ca 94304","900 STANFORD SHOPPING CENTER ,PALO ALTO, CA 94304",94304,Pass,76,37.423722,-122.152607,"(37.423722,-122.152607)"
Gordan & Betty Moore Foundation,"1661 Page Mill Rd,Palo Alto, Ca 94304","1661 PAGE MILL RD,PALO ALTO, CA 94304",94304,Pass,92,37.409718,-122.151953,"(37.409718,-122.151953)"
Castilleja School,"1310 Bryant St ,Palo Alto, Ca 94301","1310 BRYANT ST ,PALO ALTO, CA 94301",94301,Pass,88,37.438752,-122.151824,"(37.438752,-122.151824)"
Bistro @ 3160,"3160 Porter Dr ,Palo Alto, Ca 94301","3160 PORTER DR ,PALO ALTO, CA 94301",94301,Pass,97,37.406935,-122.15163,"(37.406935,-122.15163)"
Hidden Villa Hostel,"26870 Moody Rd ,Los Altos Hills, Ca 94022","26870 MOODY RD ,LOS ALTOS HILLS, CA 94022",94022,Pass,100,37.352318,-122.151479,"(37.352318,-122.151479)"
Addison School,"650 Addison Av ,Palo Alto, Ca 94301","650 ADDISON AV ,PALO ALTO, CA 94301",94301,Pass,97,37.446038,-122.150798,"(37.446038,-122.150798)"
"Tesla, Inc","3500 Deer Creek Rd,Palo Alto, Ca 94306","3500 DEER CREEK RD,PALO ALTO, CA 94306",94306,Pass,92,37.394719,-122.150492,"(37.394719,-122.150492)"
"Sushi House Palo Alto, Llc","158 Town & Country Village ,Palo Alto, Ca 94301","158 TOWN & COUNTRY VILLAGE ,PALO ALTO, CA 94301",94301,Pass,86,37.444122,-122.149915,"(37.444122,-122.149915)"
Sundance The Steakhouse,"1921 El Camino Real,Palo Alto, Ca 94306","1921 EL CAMINO REAL,PALO ALTO, CA 94306",94306,Pass,96,37.428521,-122.149657,"(37.428521,-122.149657)"
Starbuck'S Coffee #5541,"2000 El Camino Real ,Palo Alto, Ca 94306","2000 EL CAMINO REAL ,PALO ALTO, CA 94306",94306,Pass,98,37.427322,-122.149283,"(37.427322,-122.149283)"
Valero Of Palo Alto,"1963 El Camino Real ,Palo Alto, Ca 94306","1963 EL CAMINO REAL ,PALO ALTO, CA 94306",94306,Pass,97,37.428134,-122.149265,"(37.428134,-122.149265)"
Simpson Thacher,"2475 Hanover St,Palo Alto, Ca 94304","2475 HANOVER ST,PALO ALTO, CA 94304",94304,Pass,92,37.418812,-122.14889,"(37.418812,-122.14889)"
Google Nest Bldg 3 - 2Nd Floor - Micro Kitchen,"3400 Hillview Av,Palo Alto, Ca 94304","3400 HILLVIEW AV,PALO ALTO, CA 94304",94304,Pass,97,37.404075,-122.14874,"(37.404075,-122.14874)"
University Club Of Palo Alto Mix,"3277 Miranda Av,Palo Alto, Ca 94304","3277 MIRANDA AV,PALO ALTO, CA 94304",94304,Pass,92,37.405983,-122.148613,"(37.405983,-122.148613)"
Cardinal Sushi,"2051 El Camino Real ,Palo Alto, Ca 94306","2051 EL CAMINO REAL ,PALO ALTO, CA 94306",94306,Pass,71,37.427542,-122.148585,"(37.427542,-122.148585)"
Pavilion Cafe,"1501 Page Mill Rd,Palo Alto, Ca 94304","1501 PAGE MILL RD,PALO ALTO, CA 94304",94304,Pass,88,37.412152,-122.148505,"(37.412152,-122.148505)"
Guckenheimer-Parc,"3333 Coyote Hill Rd ,Palo Alto, Ca 94304","3333 COYOTE HILL RD ,PALO ALTO, CA 94304",94304,Pass,90,37.402711,-122.148406,"(37.402711,-122.148406)"
Bon Appitit @ Sap Bldg 8,"3475 Deer Creek Rd,Palo Alto, Ca 94304","3475 DEER CREEK RD,PALO ALTO, CA 94304",94304,Pass,100,37.395687,-122.148134,"(37.395687,-122.148134)"
Frb Palo Alto Eagle Cafe,"2100 El Camino Real # 42730,Palo Alto, Ca 28217","2100 EL CAMINO REAL # 42730,PALO ALTO, CA 28217",28217,Pass,94,37.426766,-122.148012,"(37.426766,-122.148012)"
Odori Sushi & Teppanyaki,"2111 El Camino Real ,Palo Alto, Ca 94306","2111 EL CAMINO REAL ,PALO ALTO, CA 94306",94306,Pass,100,37.427263,-122.147932,"(37.427263,-122.147932)"
Palo Alto Shell-Grocery,"2200 El Camino Real ,Palo Alto, Ca 94306","2200 EL CAMINO REAL ,PALO ALTO, CA 94306",94306,Pass,100,37.425838,-122.147516,"(37.425838,-122.147516)"
Jack In The Box #455,"2280 El Camino Real,Palo Alto, Ca 94306","2280 EL CAMINO REAL,PALO ALTO, CA 94306",94306,Pass,94,37.425473,-122.147197,"(37.425473,-122.147197)"
Panda Express #1924,"2310 El Camino Real,Palo Alto, Ca 94306","2310 EL CAMINO REAL,PALO ALTO, CA 94306",94306,Pass,100,37.425256,-122.14687,"(37.425256,-122.14687)"
The Ace Of Sandwiches,"1070 Arastradero Rd ,Palo Alto, Ca 94304","1070 ARASTRADERO RD ,PALO ALTO, CA 94304",94304,Pass,94,37.394406,-122.14675,"(37.394406,-122.14675)"
Pizza Chicago,"2305 El Camino Real Ste A,Palo Alto, Ca 94306","2305 EL CAMINO REAL STE A,PALO ALTO, CA 94306",94306,Pass,88,37.425683,-122.146526,"(37.425683,-122.146526)"
Cafe D At Sap,"3410 Hillview Av ,Palo Alto, Ca 94304","3410 HILLVIEW AV ,PALO ALTO, CA 94304",94304,Pass,94,37.398834,-122.146517,"(37.398834,-122.146517)"
Mz - Main Kitchen,"1100 Page Mill Rd,Palo Alto, Ca 94304","1100 PAGE MILL RD,PALO ALTO, CA 94304",94304,Pass,100,37.417783,-122.146376,"(37.417783,-122.146376)"
Pop Tea Bar,"456 Cambridge Av,Palo Alto, Ca 94306","456 CAMBRIDGE AV,PALO ALTO, CA 94306",94306,Pass,90,37.426553,-122.146319,"(37.426553,-122.146319)"
Bon Appetit @  Sap,"3420 Hillview Av ,Palo Alto, Ca 94304","3420 HILLVIEW AV ,PALO ALTO, CA 94304",94304,Pass,100,37.396652,-122.145821,"(37.396652,-122.145821)"
La Boheme,"415 S California Av,Palo Alto, Ca 94306","415 S CALIFORNIA AV,PALO ALTO, CA 94306",94306,Pass,100,37.425203,-122.145474,"(37.425203,-122.145474)"
Country Sun,"440 California Av ,Palo Alto, Ca 94306","440 CALIFORNIA AV ,PALO ALTO, CA 94306",94306,Pass,92,37.42617,-122.145407,"(37.42617,-122.145407)"
Jin Sho Restaurant,"454 S California Av A,Palo Alto, Ca 94306","454 S CALIFORNIA AV A,PALO ALTO, CA 94306",94306,Pass,80,37.425846,-122.145381,"(37.425846,-122.145381)"
Izzy'S Brooklyn Bagels,"477 California Av ,Palo Alto, Ca 94306","477 CALIFORNIA AV ,PALO ALTO, CA 94306",94306,Pass,98,37.425369,-122.145365,"(37.425369,-122.145365)"
Zombie Runner,"429 S California Av ,Palo Alto, Ca 94306","429 S CALIFORNIA AV ,PALO ALTO, CA 94306",94306,Pass,100,37.425407,-122.145344,"(37.425407,-122.145344)"
Terun,"448 S California Av,Palo Alto, Ca 94306","448 S CALIFORNIA AV,PALO ALTO, CA 94306",94306,Pass,93,37.425931,-122.145321,"(37.425931,-122.145321)"
Wilson Sonsini Goodrich & Rosati,"601 California St ,Palo Alto, Ca 94306","601 CALIFORNIA ST ,PALO ALTO, CA 94306",94306,Pass,92,37.423263,-122.145317,"(37.423263,-122.145317)"
Mediterranean Wraps,"433 S California Av,Palo Alto, Ca 94306","433 S CALIFORNIA AV,PALO ALTO, CA 94306",94306,Pass,87,37.425466,-122.145307,"(37.425466,-122.145307)"
St Elizabeth Seton School,"1095 Channing Av,Palo Alto, Ca 94301","1095 CHANNING AV,PALO ALTO, CA 94301",94301,Pass,100,37.449043,-122.145231,"(37.449043,-122.145231)"
Palo Alto Sol,"408 California Av ,Palo Alto, Ca 94306","408 CALIFORNIA AV ,PALO ALTO, CA 94306",94306,Pass,97,37.426728,-122.145212,"(37.426728,-122.145212)"
La Bodeguita Del Medio,"463 California Av ,Palo Alto, Ca 94306","463 CALIFORNIA AV ,PALO ALTO, CA 94306",94306,Pass,97,37.425448,-122.145205,"(37.425448,-122.145205)"
Cafe Brioche,"445 S California Av ,Palo Alto, Ca 94306","445 S CALIFORNIA AV ,PALO ALTO, CA 94306",94306,Pass,74,37.42564,-122.145196,"(37.42564,-122.145196)"
Kali,"451 S California Av,Palo Alto, Ca 94306","451 S CALIFORNIA AV,PALO ALTO, CA 94306",94306,Pass,92,37.425728,-122.14514,"(37.425728,-122.14514)"
Fambrini'S Cafe,"2500 El Camino Real Ste 105,Palo Alto, Ca 94306","2500 EL CAMINO REAL STE 105,PALO ALTO, CA 94306",94306,Pass,87,37.42425,-122.145017,"(37.42425,-122.145017)"
Sun Of Wolf (Sol Bar) Restuarant,"406 N California Av,Palo Alto, Ca 94306","406 N CALIFORNIA AV,PALO ALTO, CA 94306",94306,Pass,92,37.426652,-122.144992,"(37.426652,-122.144992)"
Pastis Bistro,"447 California Av,Palo Alto, Ca 94306","447 CALIFORNIA AV,PALO ALTO, CA 94306",94306,Pass,97,37.425689,-122.144963,"(37.425689,-122.144963)"
Guckenheimer-Wilson Sonsini Ca,"650 Page Mill Rd,Palo Alto, Ca 94304","650 PAGE MILL RD,PALO ALTO, CA 94304",94304,Pass,100,37.421403,-122.144862,"(37.421403,-122.144862)"
Vin Vino Wine,"437 California Av ,Palo Alto, Ca 94306","437 CALIFORNIA AV ,PALO ALTO, CA 94306",94306,Pass,94,37.425818,-122.144841,"(37.425818,-122.144841)"
Subway #27048,"421 California Av ,Palo Alto, Ca 94306","421 CALIFORNIA AV ,PALO ALTO, CA 94306",94306,Pass,100,37.426096,-122.144709,"(37.426096,-122.144709)"
Fremont Hills Country Club-Kitchen,"12889 Viscaino Pl ,Los Altos Hills, Ca 94022","12889 VISCAINO PL ,LOS ALTOS HILLS, CA 94022",94022,Pass,84,37.376597,-122.144691,"(37.376597,-122.144691)"
Lotus Bistro,"425 N California Av ,Palo Alto, Ca 94036","425 N CALIFORNIA AV ,PALO ALTO, CA 94036",94036,Pass,97,37.425981,-122.14466,"(37.425981,-122.14466)"
Smyrna,"417 California Av ,Palo Alto, Ca 94306","417 CALIFORNIA AV ,PALO ALTO, CA 94306",94306,Pass,97,37.426144,-122.144659,"(37.426144,-122.144659)"
Anatolian Kitchen,"2323 Birch St,Palo Alto, Ca 94306","2323 BIRCH ST,PALO ALTO, CA 94306",94306,Pass,100,37.427936,-122.1445,"(37.427936,-122.1445)"
